,ActualElapsedTime,AirTime,ArrDelay,ArrTime,CRSArrTime,CRSDepTime,CRSElapsedTime,CancellationCode,Cancelled,CarrierDelay,DayOfWeek,DayofMonth,DepDelay,DepTime,Dest,Distance,Diverted,FlightNum,LateAircraftDelay,Month,NASDelay,Origin,SecurityDelay,TailNum,TaxiIn,TaxiOut,UniqueCarrier,WeatherDelay,Year
135011,79.0,48.0,-13.0,1501.0,1514,1350,84.0,,0,0.0,5,21,-8.0,1342.0,IAD,228.0,0,1087,0.0,1,0.0,JFK,0.0,N679BR,4.0,27.0,DH,0.0,2005
135113,99.0,83.0,-3.0,1810.0,1813,1525,108.0,,0,0.0,7,16,6.0,1531.0,IAD,589.0,0,4050,0.0,1,0.0,ORD,0.0,N632AE,6.0,10.0,MQ,0.0,2005
135175,290.0,266.0,-4.0,2049.0,2053,1245,308.0,,0,0.0,1,10,14.0,1259.0,IAD,2419.0,0,838,0.0,1,0.0,SFO,0.0,N566UA,8.0,16.0,UA,0.0,2005
135186,89.0,70.0,-5.0,807.0,812,640,92.0,,0,0.0,5,14,-2.0,638.0,IAD,476.0,0,1583,0.0,1,0.0,IND,0.0,N634BR,8.0,10.0,DH,0.0,2005
135265,76.0,66.0,-22.0,1153.0,1215,1045,90.0,,0,0.0,4,27,-8.0,1037.0,IAD,325.0,0,1559,0.0,1,0.0,ALB,0.0,N703BR,3.0,7.0,DH,0.0,2005
135391,76.0,62.0,-26.0,1721.0,1747,1615,92.0,,0,0.0,1,31,-10.0,1605.0,IAD,325.0,0,1562,0.0,1,0.0,ALB,0.0,N626BR,6.0,8.0,DH,0.0,2005
135426,50.0,36.0,-13.0,2037.0,2050,1955,55.0,,0,0.0,1,3,-8.0,1947.0,IAD,157.0,0,1772,0.0,1,0.0,ORF,0.0,N644BR,4.0,9.0,DH,0.0,2005
135447,277.0,251.0,-6.0,1910.0,1916,1125,291.0,,0,0.0,5,14,8.0,1133.0,IAD,2288.0,0,890,0.0,1,0.0,LAX,0.0,N663UA,11.0,15.0,UA,0.0,2005
135569,161.0,132.0,-20.0,1711.0,1731,1336,175.0,,0,0.0,5,7,-6.0,1330.0,IAD,1172.0,0,1720,0.0,1,0.0,DFW,0.0,N449AA,4.0,25.0,AA,0.0,2005
135623,104.0,78.0,-16.0,1739.0,1755,1455,120.0,,0,0.0,5,7,0.0,1455.0,IAD,589.0,0,790,0.0,1,0.0,ORD,0.0,N834UA,5.0,21.0,UA,0.0,2005
135777,88.0,79.0,1.0,1158.0,1157,910,107.0,,0,0.0,7,16,20.0,930.0,IAD,595.0,0,1425,0.0,1,0.0,HSV,0.0,N706BR,5.0,4.0,DH,0.0,2005
135923,160.0,134.0,5.0,1828.0,1823,1549,154.0,,0,0.0,5,28,-1.0,1548.0,IAD,921.0,0,2268,0.0,1,0.0,MIA,0.0,N506AA,6.0,20.0,AA,0.0,2005
135930,57.0,34.0,-4.0,1826.0,1830,1735,55.0,,0,0.0,7,2,-6.0,1729.0,IAD,157.0,0,1771,0.0,1,0.0,ORF,0.0,N681BR,9.0,14.0,DH,0.0,2005
135954,107.0,83.0,-6.0,2042.0,2048,1805,103.0,,0,0.0,2,18,-10.0,1755.0,IAD,542.0,0,1806,0.0,1,0.0,BNA,0.0,N678BR,5.0,18.0,DH,0.0,2005
135958,79.0,49.0,1.0,1631.0,1630,1515,75.0,,0,0.0,4,20,-3.0,1512.0,IAD,288.0,0,2786,0.0,1,0.0,CLE,0.0,N28518,9.0,21.0,XE,0.0,2005
136008,201.0,164.0,2.0,1135.0,1133,615,198.0,,0,0.0,1,10,-1.0,614.0,IAD,1452.0,0,160,0.0,1,0.0,DEN,0.0,N829UA,5.0,32.0,UA,0.0,2005
136118,105.0,73.0,73.0,2042.0,1929,1740,109.0,,0,0.0,4,6,77.0,1857.0,IAD,533.0,0,62,73.0,1,0.0,ATL,0.0,N987AT,6.0,26.0,FL,0.0,2005
136120,76.0,50.0,-7.0,1350.0,1357,1235,82.0,,0,0.0,2,11,-1.0,1234.0,IAD,388.0,0,5801,0.0,1,0.0,CVG,0.0,N436CA,7.0,19.0,OH,0.0,2005
136134,84.0,65.0,-24.0,1541.0,1605,1425,100.0,,0,0.0,1,31,-8.0,1417.0,IAD,383.0,0,1826,0.0,1,0.0,DTW,0.0,N655BR,6.0,13.0,DH,0.0,2005
136221,98.0,74.0,-18.0,1602.0,1620,1430,110.0,,0,0.0,4,20,-6.0,1424.0,IAD,372.0,0,1638,0.0,1,0.0,PVD,0.0,N705BR,4.0,19.0,DH,0.0,2005
136266,69.0,59.0,-25.0,1525.0,1550,1430,80.0,,0,0.0,1,10,-14.0,1416.0,IAD,289.0,0,1599,0.0,1,0.0,ROC,0.0,N682BR,2.0,8.0,DH,0.0,2005
136309,98.0,74.0,11.0,2003.0,1952,1655,117.0,,0,0.0,6,1,30.0,1725.0,IAD,589.0,0,1170,0.0,1,0.0,ORD,0.0,N525UA,8.0,16.0,UA,0.0,2005
136374,262.0,250.0,-45.0,540.0,625,2219,306.0,,0,0.0,6,8,-1.0,2218.0,IAD,2419.0,0,194,0.0,1,0.0,SFO,0.0,N812UA,3.0,9.0,UA,0.0,2005
136398,,,,,933,750,103.0,B,1,0.0,1,24,,,IAD,413.0,0,973,0.0,1,0.0,BOS,0.0,000000,0.0,0.0,UA,0.0,2005
136436,67.0,51.0,-29.0,1701.0,1730,1600,90.0,,0,0.0,6,8,-6.0,1554.0,IAD,228.0,0,1091,0.0,1,0.0,JFK,0.0,N678BR,3.0,13.0,DH,0.0,2005
136551,103.0,80.0,-4.0,2022.0,2026,1845,101.0,,0,0.0,7,2,-6.0,1839.0,IAD,413.0,0,1136,0.0,1,0.0,BOS,0.0,N690BR,4.0,19.0,DH,0.0,2005
136553,167.0,141.0,4.0,2125.0,2121,1738,163.0,,0,0.0,4,13,0.0,1738.0,IAD,1172.0,0,1962,0.0,1,0.0,DFW,0.0,N504AA,6.0,20.0,AA,0.0,2005
136570,71.0,53.0,-27.0,1448.0,1515,1345,90.0,,0,0.0,7,16,-8.0,1337.0,IAD,383.0,0,1860,0.0,1,0.0,GSP,0.0,N623BR,4.0,13.0,DH,0.0,2005
136638,68.0,45.0,-7.0,1823.0,1830,1720,70.0,,0,0.0,1,31,-5.0,1715.0,IAD,227.0,0,1887,0.0,1,0.0,CRW,0.0,N675BR,8.0,14.0,DH,0.0,2005
136642,,,,,1747,1615,92.0,B,1,0.0,4,13,,,IAD,325.0,0,1562,0.0,1,0.0,ALB,0.0,N628BR,0.0,0.0,DH,0.0,2005
136660,79.0,45.0,-9.0,1925.0,1934,1800,94.0,,0,0.0,2,18,6.0,1806.0,IAD,228.0,0,1095,0.0,1,0.0,JFK,0.0,N683BR,5.0,29.0,DH,0.0,2005
136676,119.0,44.0,110.0,1936.0,1746,1630,76.0,,0,0.0,3,19,67.0,1737.0,IAD,213.0,0,1020,0.0,1,42.0,EWR,0.0,N669BR,23.0,51.0,DH,68.0,2005
136681,84.0,66.0,9.0,2217.0,2208,2045,83.0,,0,0.0,3,5,8.0,2053.0,IAD,325.0,0,1560,0.0,1,0.0,ALB,0.0,N648BR,10.0,8.0,DH,0.0,2005
136694,86.0,69.0,15.0,1326.0,1311,1130,101.0,,0,0.0,6,15,30.0,1200.0,IAD,515.0,0,1254,15.0,1,0.0,SAV,0.0,N641BR,5.0,11.0,DH,0.0,2005
136734,163.0,141.0,21.0,1358.0,1337,1021,136.0,,0,0.0,4,13,-6.0,1015.0,IAD,908.0,0,1260,0.0,1,21.0,MSP,0.0,N1799U,6.0,16.0,NW,0.0,2005
136782,131.0,116.0,105.0,2228.0,2043,1720,143.0,,0,0.0,1,31,117.0,1917.0,IAD,954.0,0,590,105.0,1,0.0,MSY,0.0,N841UA,4.0,11.0,UA,0.0,2005
136865,142.0,94.0,31.0,1705.0,1634,1440,114.0,,0,0.0,5,14,3.0,1443.0,IAD,442.0,0,1408,3.0,1,28.0,BTV,0.0,N638BR,7.0,41.0,DH,0.0,2005
136885,64.0,46.0,-29.0,1216.0,1245,1115,90.0,,0,0.0,6,1,-3.0,1112.0,IAD,228.0,0,1081,0.0,1,0.0,JFK,0.0,N693BR,6.0,12.0,DH,0.0,2005
136970,97.0,78.0,-14.0,841.0,855,610,105.0,,0,0.0,2,18,-6.0,604.0,IAD,589.0,0,1155,0.0,1,0.0,ORD,0.0,N638BR,5.0,14.0,DH,0.0,2005
137104,111.0,94.0,195.0,1123.0,808,630,98.0,,0,0.0,4,13,182.0,932.0,IAD,418.0,0,1874,182.0,1,13.0,MHT,0.0,N638BR,4.0,13.0,DH,0.0,2005
137205,,,,,1106,935,91.0,A,1,0.0,7,9,,,IAD,451.0,0,1239,0.0,1,0.0,SDF,0.0,N654BR,0.0,0.0,DH,0.0,2005
137242,50.0,30.0,-16.0,710.0,726,630,56.0,,0,0.0,5,14,-10.0,620.0,IAD,157.0,0,1766,0.0,1,0.0,ORF,0.0,N650BR,8.0,11.0,DH,0.0,2005
137249,112.0,92.0,41.0,1854.0,1813,1525,108.0,,0,0.0,4,13,37.0,1602.0,IAD,589.0,0,4050,34.0,1,7.0,ORD,0.0,N652RS,4.0,16.0,MQ,0.0,2005
137263,142.0,126.0,-17.0,2228.0,2245,2015,150.0,,0,0.0,3,26,-9.0,2006.0,IAD,921.0,0,1382,0.0,1,0.0,MIA,0.0,N3ALAA,8.0,8.0,AA,0.0,2005
137278,93.0,50.0,17.0,1131.0,1114,1000,74.0,,0,0.0,5,28,-2.0,958.0,IAD,213.0,0,3219,0.0,1,17.0,EWR,0.0,N15926,5.0,38.0,XE,0.0,2005
137362,91.0,77.0,76.0,2053.0,1937,1650,107.0,,0,0.0,1,3,92.0,1822.0,IAD,595.0,0,1427,76.0,1,0.0,HSV,0.0,N674BR,6.0,8.0,DH,0.0,2005
137376,66.0,50.0,-20.0,1220.0,1240,1125,75.0,,0,0.0,6,15,-11.0,1114.0,IAD,289.0,0,1598,0.0,1,0.0,ROC,0.0,N649BR,7.0,9.0,DH,0.0,2005
137424,84.0,53.0,-2.0,1553.0,1555,1430,85.0,,0,0.0,4,20,-1.0,1429.0,IAD,288.0,0,1835,0.0,1,0.0,CLE,0.0,N646BR,6.0,25.0,DH,0.0,2005
137552,60.0,41.0,-10.0,1955.0,2005,1900,65.0,,0,0.0,7,9,-5.0,1855.0,IAD,239.0,0,1779,0.0,1,0.0,GSO,0.0,N644BR,8.0,11.0,DH,0.0,2005
137553,261.0,240.0,9.0,1605.0,1556,945,251.0,,0,0.0,4,13,-1.0,944.0,IAD,1956.0,0,856,0.0,1,0.0,PHX,0.0,N818AW,2.0,19.0,HP,0.0,2005
137563,253.0,214.0,16.0,2309.0,2253,1700,233.0,,0,0.0,5,28,-4.0,1656.0,IAD,1827.0,0,1800,0.0,1,16.0,SLC,0.0,N387DA,8.0,31.0,DL,0.0,2005
137625,95.0,76.0,6.0,1305.0,1259,1130,89.0,,0,0.0,5,21,0.0,1130.0,IAD,441.0,0,1614,0.0,1,0.0,CHS,0.0,N664BR,9.0,9.0,DH,0.0,2005
137737,91.0,74.0,-15.0,1243.0,1258,1115,103.0,,0,0.0,6,1,-3.0,1112.0,IAD,533.0,0,1618,0.0,1,0.0,ATL,0.0,N910DL,7.0,10.0,DL,0.0,2005
137893,319.0,292.0,11.0,1612.0,1601,752,309.0,,0,0.0,5,21,1.0,753.0,IAD,2400.0,0,208,0.0,1,0.0,SJC,0.0,N802UA,5.0,22.0,UA,0.0,2005
137902,108.0,49.0,13.0,1643.0,1630,1500,90.0,,0,0.0,4,27,-5.0,1455.0,IAD,228.0,0,1089,0.0,1,0.0,JFK,0.0,N674BR,6.0,53.0,DH,0.0,2005
137923,,,,,1045,940,65.0,A,1,0.0,4,13,,,IAD,224.0,0,1045,0.0,1,0.0,RDU,0.0,N684BR,0.0,0.0,DH,0.0,2005
137966,133.0,113.0,-4.0,1333.0,1337,1021,136.0,,0,0.0,6,15,-1.0,1020.0,IAD,908.0,0,1260,0.0,1,0.0,MSP,0.0,N604NW,7.0,13.0,NW,0.0,2005
138005,74.0,52.0,8.0,2327.0,2319,2205,74.0,,0,0.0,1,17,8.0,2213.0,IAD,321.0,0,102,0.0,1,0.0,CLT,0.0,N387US,5.0,17.0,US,0.0,2005
138038,79.0,53.0,9.0,823.0,814,700,74.0,,0,0.0,4,13,4.0,704.0,IAD,213.0,0,3319,0.0,1,0.0,EWR,0.0,N13979,6.0,20.0,XE,0.0,2005
138074,95.0,78.0,27.0,1742.0,1715,1415,120.0,,0,0.0,3,12,52.0,1507.0,IAD,589.0,0,1167,27.0,1,0.0,ORD,0.0,N695BR,6.0,10.0,DH,0.0,2005
138269,79.0,52.0,-2.0,937.0,939,820,79.0,,0,0.0,6,22,-2.0,818.0,IAD,321.0,0,121,0.0,1,0.0,CLT,0.0,N700UW,4.0,23.0,US,0.0,2005
138306,88.0,68.0,-40.0,1733.0,1813,1615,118.0,,0,0.0,6,15,-10.0,1605.0,IAD,533.0,0,1205,0.0,1,0.0,ATL,0.0,N686BR,6.0,14.0,DH,0.0,2005
138360,100.0,79.0,-15.0,1250.0,1305,1115,110.0,,0,0.0,4,13,-5.0,1110.0,IAD,533.0,0,1197,0.0,1,0.0,ATL,0.0,N658BR,4.0,17.0,DH,0.0,2005
138401,92.0,68.0,-17.0,1111.0,1128,945,103.0,,0,0.0,6,29,-6.0,939.0,IAD,413.0,0,1279,0.0,1,0.0,BOS,0.0,N551UA,5.0,19.0,UA,0.0,2005
138419,285.0,266.0,-15.0,1513.0,1528,720,308.0,,0,0.0,3,12,8.0,728.0,IAD,2419.0,0,950,0.0,1,0.0,SFO,0.0,N660UA,5.0,14.0,UA,0.0,2005
138760,105.0,77.0,41.0,2220.0,2139,1835,124.0,,0,0.0,5,21,60.0,1935.0,IAD,589.0,0,1175,35.0,1,0.0,ORD,0.0,N685BR,6.0,22.0,DH,6.0,2005
138940,76.0,60.0,-6.0,933.0,939,820,79.0,,0,0.0,5,21,-3.0,817.0,IAD,321.0,0,121,0.0,1,0.0,CLT,0.0,N767UW,5.0,11.0,US,0.0,2005
138960,64.0,42.0,-7.0,1458.0,1505,1355,70.0,,0,0.0,7,9,-1.0,1354.0,IAD,213.0,0,3443,0.0,1,0.0,EWR,0.0,N12922,6.0,16.0,XE,0.0,2005
139028,127.0,91.0,18.0,803.0,745,600,105.0,,0,0.0,3,12,-4.0,556.0,IAD,413.0,0,803,0.0,1,18.0,BOS,0.0,N364UA,5.0,31.0,UA,0.0,2005
139116,105.0,79.0,0.0,1559.0,1559,1415,104.0,,0,0.0,7,9,-1.0,1414.0,IAD,533.0,0,1512,0.0,1,0.0,ATL,0.0,N979DL,8.0,18.0,DL,0.0,2005
139144,71.0,58.0,-26.0,1436.0,1502,1335,87.0,,0,0.0,6,29,-10.0,1325.0,IAD,296.0,0,1546,0.0,1,0.0,SYR,0.0,N636BR,4.0,8.0,DH,0.0,2005
139157,,,,,2224,2055,89.0,B,1,0.0,4,6,,,IAD,442.0,0,1712,0.0,1,0.0,BTV,0.0,N663BR,0.0,0.0,DH,0.0,2005
139237,75.0,62.0,-30.0,1340.0,1410,1235,95.0,,0,0.0,6,29,-10.0,1225.0,IAD,372.0,0,1637,0.0,1,0.0,PVD,0.0,N695BR,4.0,9.0,DH,0.0,2005
139364,49.0,35.0,-27.0,1821.0,1848,1740,68.0,,0,0.0,6,8,-8.0,1732.0,IAD,183.0,0,1234,0.0,1,0.0,PIT,0.0,N672BR,6.0,8.0,DH,0.0,2005
139415,105.0,82.0,5.0,1902.0,1857,1715,102.0,,0,0.0,2,18,2.0,1717.0,IAD,533.0,0,507,0.0,1,0.0,ATL,0.0,N393DA,8.0,15.0,DL,0.0,2005
139483,100.0,67.0,12.0,2224.0,2212,2050,82.0,,0,0.0,3,5,-6.0,2044.0,IAD,326.0,0,1735,0.0,1,0.0,BDL,0.0,N701BR,10.0,23.0,DH,0.0,2005
139562,54.0,39.0,-22.0,1657.0,1719,1610,69.0,,0,0.0,7,9,-7.0,1603.0,IAD,183.0,0,1233,0.0,1,0.0,PIT,0.0,N623BR,5.0,10.0,DH,0.0,2005
139621,82.0,61.0,0.0,812.0,812,650,82.0,,0,0.0,1,17,0.0,650.0,IAD,383.0,0,1857,0.0,1,0.0,GSP,0.0,N658BR,6.0,15.0,DH,0.0,2005
139642,113.0,65.0,31.0,901.0,830,708,82.0,,0,0.0,2,11,0.0,708.0,IAD,383.0,0,1408,0.0,1,31.0,DTW,0.0,N1308T,6.0,42.0,NW,0.0,2005
139651,70.0,55.0,55.0,1215.0,1120,955,85.0,,0,0.0,5,14,70.0,1105.0,IAD,383.0,0,1858,55.0,1,0.0,GSP,0.0,N680BR,5.0,10.0,DH,0.0,2005
139684,80.0,39.0,60.0,1930.0,1830,1720,70.0,,0,0.0,3,19,50.0,1810.0,IAD,227.0,0,1887,50.0,1,10.0,CRW,0.0,N623BR,31.0,9.0,DH,0.0,2005
139692,300.0,273.0,-11.0,1517.0,1528,720,308.0,,0,0.0,1,17,-3.0,717.0,IAD,2419.0,0,950,0.0,1,0.0,SFO,0.0,N654UA,10.0,17.0,UA,0.0,2005
139729,66.0,47.0,-7.0,1347.0,1354,1245,69.0,,0,0.0,2,18,-4.0,1241.0,IAD,213.0,0,1012,0.0,1,0.0,EWR,0.0,N640BR,6.0,13.0,DH,0.0,2005
139856,66.0,51.0,-22.0,715.0,737,615,82.0,,0,0.0,1,17,-6.0,609.0,IAD,321.0,0,1443,0.0,1,0.0,CLT,0.0,N620BR,3.0,12.0,DH,0.0,2005
139858,268.0,253.0,58.0,1650.0,1552,800,292.0,,0,58.0,6,15,82.0,922.0,IAD,2327.0,0,196,0.0,1,0.0,PDX,0.0,N430UA,5.0,10.0,UA,0.0,2005
139981,106.0,63.0,15.0,1211.0,1156,1030,86.0,,0,0.0,7,23,-5.0,1025.0,IAD,383.0,0,1402,0.0,1,15.0,DTW,0.0,N765NC,11.0,32.0,NW,0.0,2005
140010,108.0,65.0,162.0,1850.0,1608,1435,93.0,,0,0.0,3,19,147.0,1702.0,IAD,326.0,0,1732,147.0,1,15.0,BDL,0.0,N708BR,10.0,33.0,DH,0.0,2005
140019,111.0,90.0,-8.0,805.0,813,620,113.0,,0,0.0,5,21,-6.0,614.0,IAD,533.0,0,1185,0.0,1,0.0,ATL,0.0,N701BR,9.0,12.0,DH,0.0,2005
140111,101.0,77.0,-4.0,2154.0,2158,2015,103.0,,0,0.0,1,10,-2.0,2013.0,IAD,533.0,0,678,0.0,1,0.0,ATL,0.0,N975DL,10.0,14.0,DL,0.0,2005
140141,86.0,62.0,-15.0,1627.0,1642,1505,97.0,,0,0.0,5,7,-4.0,1501.0,IAD,451.0,0,1579,0.0,1,0.0,SDF,0.0,N701BR,6.0,17.0,DH,0.0,2005
140224,58.0,46.0,-17.0,1110.0,1127,1020,67.0,,0,0.0,1,10,-8.0,1012.0,IAD,227.0,0,1885,0.0,1,0.0,CRW,0.0,N648BR,5.0,7.0,DH,0.0,2005
140229,48.0,36.0,-27.0,1018.0,1045,940,65.0,,0,0.0,5,7,-10.0,930.0,IAD,224.0,0,1045,0.0,1,0.0,RDU,0.0,N684BR,3.0,9.0,DH,0.0,2005
140271,114.0,90.0,-2.0,1605.0,1607,1317,110.0,,0,0.0,7,30,-6.0,1311.0,IAD,589.0,0,4048,0.0,1,0.0,ORD,0.0,N625AE,6.0,18.0,MQ,0.0,2005
140388,74.0,61.0,-26.0,1614.0,1640,1510,90.0,,0,0.0,6,1,-10.0,1500.0,IAD,251.0,0,1914,0.0,1,0.0,SWF,0.0,N620BR,2.0,10.0,DH,0.0,2005
140405,67.0,54.0,20.0,2104.0,2044,1935,69.0,,0,0.0,4,27,22.0,1957.0,IAD,299.0,0,1487,20.0,1,0.0,CMH,0.0,N630BR,4.0,9.0,DH,0.0,2005
140408,89.0,51.0,17.0,1232.0,1215,1050,85.0,,0,0.0,1,10,13.0,1103.0,IAD,321.0,0,1445,14.0,1,3.0,CLT,0.0,N627BR,5.0,32.0,DH,0.0,2005
140496,82.0,67.0,-19.0,1807.0,1826,1655,91.0,,0,0.0,6,29,-10.0,1645.0,IAD,441.0,0,1616,0.0,1,0.0,CHS,0.0,N706BR,5.0,10.0,DH,0.0,2005
140651,101.0,69.0,34.0,1746.0,1712,1525,107.0,,0,0.0,3,19,40.0,1605.0,IAD,413.0,0,1130,34.0,1,0.0,BOS,0.0,N655BR,6.0,25.0,DH,0.0,2005
140697,92.0,76.0,-20.0,1758.0,1818,1535,103.0,,0,0.0,2,25,-9.0,1526.0,IAD,542.0,0,1805,0.0,1,0.0,BNA,0.0,N626BR,7.0,8.0,DH,0.0,2005
140800,67.0,52.0,-2.0,751.0,753,645,68.0,,0,0.0,1,3,-1.0,644.0,IAD,284.0,0,1283,0.0,1,0.0,BUF,0.0,N693BR,6.0,9.0,DH,0.0,2005
140873,270.0,247.0,-23.0,1853.0,1916,1125,291.0,,0,0.0,2,11,-2.0,1123.0,IAD,2288.0,0,890,0.0,1,0.0,LAX,0.0,N641UA,5.0,18.0,UA,0.0,2005
140923,,,,,1410,622,288.0,B,1,0.0,7,23,,,IAD,2253.0,0,198,0.0,1,0.0,SAN,0.0,000000,0.0,0.0,UA,0.0,2005
140987,74.0,61.0,-21.0,1154.0,1215,1045,90.0,,0,0.0,7,9,-5.0,1040.0,IAD,325.0,0,1559,0.0,1,0.0,ALB,0.0,N667BR,4.0,8.0,DH,0.0,2005
141018,78.0,66.0,-2.0,1238.0,1240,1120,80.0,,0,0.0,6,15,0.0,1120.0,IAD,326.0,0,1731,0.0,1,0.0,BDL,0.0,N665BR,3.0,9.0,DH,0.0,2005
141064,107.0,94.0,8.0,2023.0,2015,1825,110.0,,0,0.0,1,3,11.0,1836.0,IAD,631.0,0,1518,0.0,1,0.0,JAX,0.0,N676BR,4.0,8.0,DH,0.0,2005
141173,109.0,75.0,-1.0,854.0,855,610,105.0,,0,0.0,4,27,-5.0,605.0,IAD,589.0,0,1155,0.0,1,0.0,ORD,0.0,N630BR,12.0,22.0,DH,0.0,2005
141323,60.0,42.0,-10.0,2106.0,2116,2015,61.0,,0,0.0,2,18,-9.0,2006.0,IAD,183.0,0,1235,0.0,1,0.0,PIT,0.0,N655BR,6.0,12.0,DH,0.0,2005
141343,103.0,78.0,-1.0,927.0,928,745,103.0,,0,0.0,3,5,-1.0,744.0,IAD,413.0,0,1227,0.0,1,0.0,BOS,0.0,N802UA,9.0,16.0,UA,0.0,2005
141347,91.0,74.0,-16.0,2338.0,2354,2105,109.0,,0,0.0,7,2,2.0,2107.0,IAD,589.0,0,1164,0.0,1,0.0,ORD,0.0,N662BR,5.0,12.0,DH,0.0,2005
141353,,,,,1749,1625,84.0,A,1,0.0,2,11,,,IAD,388.0,0,5803,0.0,1,0.0,CVG,0.0,0,0.0,0.0,OH,0.0,2005
141376,73.0,44.0,-18.0,2158.0,2216,2055,81.0,,0,0.0,5,7,-10.0,2045.0,IAD,213.0,0,1028,0.0,1,0.0,EWR,0.0,N655BR,6.0,23.0,DH,0.0,2005
141394,160.0,135.0,16.0,2101.0,2045,1811,154.0,,0,10.0,7,30,10.0,1821.0,IAD,901.0,0,1546,0.0,1,6.0,FLL,0.0,N490UA,6.0,19.0,UA,0.0,2005
141528,94.0,54.0,31.0,1626.0,1555,1430,85.0,,0,0.0,7,16,22.0,1452.0,IAD,288.0,0,1835,17.0,1,14.0,CLE,0.0,N647BR,7.0,33.0,DH,0.0,2005
141538,98.0,76.0,63.0,908.0,805,630,95.0,,0,0.0,4,6,60.0,730.0,IAD,372.0,0,1635,60.0,1,3.0,PVD,0.0,N679BR,6.0,15.0,DH,0.0,2005
141725,73.0,61.0,-16.0,1951.0,2007,1840,87.0,,0,0.0,5,21,-2.0,1838.0,IAD,325.0,0,1563,0.0,1,0.0,ALB,0.0,N670BR,4.0,8.0,DH,0.0,2005
141730,66.0,51.0,-10.0,2042.0,2052,1945,67.0,,0,0.0,5,7,-9.0,1936.0,IAD,284.0,0,1290,0.0,1,0.0,BUF,0.0,N702BR,5.0,10.0,DH,0.0,2005
141807,52.0,37.0,-12.0,1813.0,1825,1730,55.0,,0,0.0,2,11,-9.0,1721.0,IAD,157.0,0,1771,0.0,1,0.0,ORF,0.0,N680BR,5.0,10.0,DH,0.0,2005
141841,131.0,101.0,3.0,2048.0,2045,1840,125.0,,0,0.0,4,6,-3.0,1837.0,IAD,758.0,0,6,0.0,1,0.0,MCO,0.0,N805BR,9.0,20.0,DH,0.0,2005
141885,123.0,105.0,75.0,1709.0,1554,1345,129.0,,0,27.0,3,19,81.0,1506.0,IAD,758.0,0,1560,48.0,1,0.0,MCO,0.0,N489UA,5.0,13.0,UA,0.0,2005
142074,96.0,75.0,61.0,1229.0,1128,945,103.0,,0,0.0,1,10,68.0,1053.0,IAD,413.0,0,1279,61.0,1,0.0,BOS,0.0,N581UA,5.0,16.0,UA,0.0,2005
142079,101.0,78.0,93.0,1141.0,1008,845,83.0,,0,0.0,3,19,75.0,1000.0,IAD,401.0,0,1411,75.0,1,18.0,CAE,0.0,N639BR,5.0,17.0,DH,0.0,2005
142507,156.0,138.0,-15.0,1502.0,1517,1127,170.0,,0,0.0,3,5,-1.0,1126.0,IAD,1172.0,0,1310,0.0,1,0.0,DFW,0.0,N297AA,5.0,13.0,AA,0.0,2005
142570,70.0,41.0,10.0,1125.0,1115,1020,55.0,,0,0.0,1,10,-5.0,1015.0,IAD,157.0,0,1767,0.0,1,0.0,ORF,0.0,N681BR,4.0,25.0,DH,0.0,2005
142622,117.0,69.0,21.0,832.0,811,635,96.0,,0,0.0,5,21,0.0,635.0,IAD,451.0,0,1577,0.0,1,21.0,SDF,0.0,N656BR,6.0,42.0,DH,0.0,2005
142649,165.0,149.0,2.0,1108.0,1106,728,158.0,,0,0.0,5,21,-5.0,723.0,IAD,1172.0,0,1772,0.0,1,0.0,DFW,0.0,N560AA,6.0,10.0,AA,0.0,2005
142700,104.0,78.0,-12.0,855.0,907,620,107.0,,0,0.0,2,4,-9.0,611.0,IAD,595.0,0,1423,0.0,1,0.0,HSV,0.0,N676BR,9.0,16.0,DH,0.0,2005
142754,67.0,52.0,-16.0,2020.0,2036,1915,81.0,,0,0.0,6,8,-2.0,1913.0,IAD,213.0,0,1026,0.0,1,0.0,EWR,0.0,N626BR,4.0,11.0,DH,0.0,2005
142793,,,,,1145,1030,75.0,B,1,0.0,4,13,,,IAD,213.0,0,1008,0.0,1,0.0,EWR,0.0,N670BR,0.0,0.0,DH,0.0,2005
142795,172.0,141.0,18.0,1612.0,1554,1320,154.0,,0,0.0,1,31,0.0,1320.0,IAD,901.0,0,1544,0.0,1,18.0,FLL,0.0,N486UA,8.0,23.0,UA,0.0,2005
142881,100.0,76.0,-1.0,1055.0,1056,915,101.0,,0,0.0,2,11,0.0,915.0,IAD,533.0,0,1286,0.0,1,0.0,ATL,0.0,N919DL,7.0,17.0,DL,0.0,2005
142912,92.0,75.0,-14.0,1800.0,1814,1635,99.0,,0,0.0,1,10,-7.0,1628.0,IAD,515.0,0,1258,0.0,1,0.0,SAV,0.0,N702BR,6.0,10.0,DH,0.0,2005
142936,107.0,77.0,-4.0,1037.0,1041,900,101.0,,0,0.0,3,19,-10.0,850.0,IAD,413.0,0,1116,0.0,1,0.0,BOS,0.0,N692BR,6.0,23.0,DH,0.0,2005
142971,278.0,442.0,32.0,542.0,510,2130,280.0,,0,32.0,5,21,34.0,2204.0,IAD,2277.0,0,255,0.0,1,0.0,LGB,0.0,N563JB,6.0,10.0,B6,0.0,2005
142987,93.0,74.0,92.0,136.0,4,2120,104.0,,0,54.0,6,1,103.0,2303.0,IAD,589.0,0,802,38.0,1,0.0,ORD,0.0,N408UA,5.0,14.0,UA,0.0,2005
