,ActualElapsedTime,AirTime,ArrDelay,ArrTime,CRSArrTime,CRSDepTime,CRSElapsedTime,CancellationCode,Cancelled,CarrierDelay,DayOfWeek,DayofMonth,DepDelay,DepTime,Dest,Distance,Diverted,FlightNum,LateAircraftDelay,Month,NASDelay,Origin,SecurityDelay,TailNum,TaxiIn,TaxiOut,UniqueCarrier,WeatherDelay,Year
263081,162.0,142.0,-3.0,1946.0,1949,1705,164.0,,0,0.0,4,13,-1.0,1704.0,FLL,901.0,0,1471,0.0,1,0.0,IAD,0.0,N495UA,4.0,16.0,UA,0.0,2005
263086,,,,,2155,2030,85.0,B,1,0.0,7,23,,,JFK,228.0,0,1098,0.0,1,0.0,IAD,0.0,N686BR,0.0,0.0,DH,0.0,2005
263087,114.0,80.0,12.0,921.0,909,700,129.0,,0,0.0,7,2,27.0,727.0,ATL,533.0,0,303,0.0,1,0.0,IAD,0.0,N916DE,13.0,21.0,DL,0.0,2005
263167,301.0,104.0,-28.0,912.0,940,700,340.0,,0,0.0,7,23,11.0,711.0,LGB,2277.0,0,311,0.0,1,0.0,IAD,0.0,N561JB,4.0,13.0,B6,0.0,2005
263169,335.0,319.0,104.0,1251.0,1107,825,342.0,,0,16.0,3,5,111.0,1016.0,SAN,2253.0,0,211,88.0,1,0.0,IAD,0.0,N419UA,2.0,14.0,UA,0.0,2005
263170,312.0,297.0,-28.0,908.0,936,700,336.0,,0,0.0,1,31,-4.0,656.0,LAX,2288.0,0,891,0.0,1,0.0,IAD,0.0,N567UA,4.0,11.0,UA,0.0,2005
263247,,,,,2146,1906,160.0,B,1,0.0,7,23,,,MIA,921.0,0,2267,0.0,1,0.0,IAD,0.0,0,0.0,0.0,AA,0.0,2005
263251,65.0,39.0,-14.0,818.0,832,715,77.0,,0,0.0,7,16,-2.0,713.0,JFK,228.0,0,1072,0.0,1,0.0,IAD,0.0,N657BR,9.0,16.0,DH,0.0,2005
263281,340.0,320.0,-8.0,1109.0,1117,830,347.0,,0,0.0,4,27,-1.0,829.0,SEA,2306.0,0,217,0.0,1,0.0,IAD,0.0,N821UA,6.0,14.0,UA,0.0,2005
263319,84.0,62.0,69.0,1516.0,1407,1245,82.0,,0,0.0,6,15,67.0,1352.0,BDL,326.0,0,1739,68.0,1,1.0,IAD,0.0,N651BR,7.0,15.0,DH,0.0,2005
263384,69.0,46.0,-12.0,1058.0,1110,950,80.0,,0,0.0,2,18,-1.0,949.0,JFK,228.0,0,1076,0.0,1,0.0,IAD,0.0,N661BR,12.0,11.0,DH,0.0,2005
263423,,,,,1813,1645,88.0,C,1,0.0,3,19,,,SYR,296.0,0,1555,0.0,1,0.0,IAD,0.0,N688BR,0.0,0.0,DH,0.0,2005
263483,84.0,58.0,-5.0,1006.0,1011,845,86.0,,0,0.0,7,23,-3.0,842.0,CAE,401.0,0,1418,0.0,1,0.0,IAD,0.0,N644BR,9.0,17.0,DH,0.0,2005
263519,112.0,89.0,-25.0,1519.0,1544,1433,131.0,,0,0.0,5,28,-6.0,1427.0,ORD,589.0,0,281,0.0,1,0.0,IAD,0.0,N643UA,5.0,18.0,UA,0.0,2005
263558,125.0,63.0,35.0,1055.0,1020,850,90.0,,0,1.0,7,30,0.0,850.0,BOS,413.0,0,1117,0.0,1,34.0,IAD,0.0,N645BR,4.0,57.0,DH,0.0,2005
263611,121.0,91.0,-18.0,1327.0,1345,1230,135.0,,0,0.0,1,31,-4.0,1226.0,ORD,589.0,0,1160,0.0,1,0.0,IAD,0.0,N648BR,11.0,19.0,DH,0.0,2005
263626,61.0,37.0,-25.0,2038.0,2103,1945,78.0,,0,0.0,4,6,-8.0,1937.0,PIT,183.0,0,1274,0.0,1,0.0,IAD,0.0,N626BR,3.0,21.0,DH,0.0,2005
263670,93.0,76.0,-12.0,2013.0,2025,1845,100.0,,0,0.0,4,27,-5.0,1840.0,BTV,442.0,0,1705,0.0,1,0.0,IAD,0.0,N621BR,3.0,14.0,DH,0.0,2005
263695,57.0,34.0,15.0,1516.0,1501,1400,61.0,,0,15.0,7,2,19.0,1419.0,ORF,157.0,0,1761,0.0,1,0.0,IAD,0.0,N626BR,1.0,22.0,DH,0.0,2005
263717,118.0,55.0,43.0,1655.0,1612,1500,72.0,,0,0.0,1,17,-3.0,1457.0,EWR,213.0,0,3336,0.0,1,43.0,IAD,0.0,N16112,6.0,57.0,XE,0.0,2005
263739,180.0,151.0,-1.0,2005.0,2006,1810,176.0,,0,0.0,4,20,-5.0,1805.0,MSP,908.0,0,165,0.0,1,0.0,IAD,0.0,N349NB,4.0,25.0,NW,0.0,2005
263778,101.0,80.0,-11.0,2143.0,2154,2000,114.0,,0,0.0,5,14,2.0,2002.0,ATL,533.0,0,893,0.0,1,0.0,IAD,0.0,N381DA,7.0,14.0,DL,0.0,2005
263887,132.0,106.0,-8.0,1444.0,1452,1235,137.0,,0,0.0,7,23,-3.0,1232.0,MCO,758.0,0,1561,0.0,1,0.0,IAD,0.0,N475UA,4.0,22.0,UA,0.0,2005
263937,90.0,68.0,56.0,2340.0,2244,2120,84.0,,0,0.0,7,30,50.0,2210.0,CAE,401.0,0,1422,50.0,1,6.0,IAD,0.0,N678BR,4.0,18.0,DH,0.0,2005
263987,93.0,72.0,-7.0,1422.0,1429,1255,94.0,,0,0.0,6,1,-6.0,1249.0,BTV,442.0,0,1402,0.0,1,0.0,IAD,0.0,N677BR,4.0,17.0,DH,0.0,2005
264018,157.0,113.0,21.0,1819.0,1758,1645,133.0,,0,0.0,1,24,-3.0,1642.0,ORD,589.0,0,1170,0.0,1,21.0,IAD,0.0,N706BR,18.0,26.0,DH,0.0,2005
264023,,,,,1320,1200,80.0,B,1,0.0,7,23,,,JFK,228.0,0,1082,0.0,1,0.0,IAD,0.0,N686BR,0.0,0.0,DH,0.0,2005
264072,81.0,67.0,-13.0,1145.0,1158,1025,93.0,,0,0.0,1,3,-1.0,1024.0,DTW,383.0,0,1816,0.0,1,0.0,IAD,0.0,N662BR,4.0,10.0,DH,0.0,2005
264087,110.0,77.0,-3.0,1050.0,1053,900,113.0,,0,0.0,1,10,0.0,900.0,ATL,533.0,0,4624,0.0,1,0.0,IAD,0.0,N706EV,10.0,23.0,EV,0.0,2005
264109,314.0,297.0,-40.0,950.0,1030,735,355.0,,0,0.0,4,6,1.0,736.0,SEA,2306.0,0,27,0.0,1,0.0,IAD,0.0,N615AS,6.0,11.0,AS,0.0,2005
264142,89.0,65.0,-2.0,1244.0,1246,1115,91.0,,0,0.0,7,9,0.0,1115.0,TYS,419.0,0,1501,0.0,1,0.0,IAD,0.0,N683BR,2.0,21.0,DH,0.0,2005
264150,,,,,2107,1955,72.0,B,1,0.0,5,21,,,RDU,224.0,0,1062,0.0,1,0.0,IAD,0.0,N638BR,0.0,0.0,DH,0.0,2005
264254,,,,,1554,1430,84.0,C,1,0.0,5,14,,,EWR,213.0,0,1019,0.0,1,0.0,IAD,0.0,N630BR,0.0,0.0,DH,0.0,2005
264271,112.0,82.0,-8.0,946.0,954,800,114.0,,0,0.0,2,4,-6.0,754.0,ATL,533.0,0,1405,0.0,1,0.0,IAD,0.0,N903DL,12.0,18.0,DL,0.0,2005
264292,137.0,110.0,18.0,1711.0,1653,1500,113.0,,0,0.0,4,27,-6.0,1454.0,ATL,533.0,0,57,0.0,1,18.0,IAD,0.0,N957AT,8.0,19.0,FL,0.0,2005
264348,55.0,35.0,-18.0,1909.0,1927,1820,67.0,,0,0.0,5,7,-6.0,1814.0,ORF,157.0,0,1763,0.0,1,0.0,IAD,0.0,N705BR,3.0,17.0,DH,0.0,2005
264365,76.0,59.0,-21.0,1501.0,1522,1355,87.0,,0,0.0,3,26,-10.0,1345.0,GSP,383.0,0,1852,0.0,1,0.0,IAD,0.0,N677BR,2.0,15.0,DH,0.0,2005
264405,114.0,90.0,4.0,1634.0,1630,1530,120.0,,0,0.0,4,20,10.0,1540.0,HSV,595.0,0,1432,0.0,1,0.0,IAD,0.0,N638BR,4.0,20.0,DH,0.0,2005
264450,77.0,55.0,-16.0,814.0,830,705,85.0,,0,0.0,4,20,-8.0,657.0,HPN,247.0,0,1746,0.0,1,0.0,IAD,0.0,N643BR,5.0,16.0,DH,0.0,2005
264560,,,,,1711,1559,132.0,C,1,0.0,3,12,,,ORD,589.0,0,269,0.0,1,0.0,IAD,0.0,000000,0.0,0.0,UA,0.0,2005
264583,,,,,2025,1845,100.0,A,1,0.0,3,5,,,BTV,442.0,0,1705,0.0,1,0.0,IAD,0.0,N678BR,0.0,0.0,DH,0.0,2005
264601,88.0,68.0,-16.0,2112.0,2128,1950,98.0,,0,0.0,2,25,-6.0,1944.0,DTW,383.0,0,1403,0.0,1,0.0,IAD,0.0,N8979E,8.0,12.0,NW,0.0,2005
264703,120.0,95.0,0.0,2130.0,2130,2035,115.0,,0,0.0,2,11,-5.0,2030.0,HSV,595.0,0,1434,0.0,1,0.0,IAD,0.0,N621BR,5.0,20.0,DH,0.0,2005
264730,70.0,46.0,58.0,1856.0,1758,1645,73.0,,0,0.0,5,14,61.0,1746.0,EWR,213.0,0,3425,32.0,1,26.0,IAD,0.0,N15926,9.0,15.0,XE,0.0,2005
264732,159.0,122.0,33.0,2043.0,2010,1904,126.0,,0,0.0,2,18,0.0,1904.0,ORD,589.0,0,4231,0.0,1,33.0,IAD,0.0,N634AE,10.0,27.0,MQ,0.0,2005
264757,121.0,96.0,3.0,2236.0,2233,2135,118.0,,0,0.0,1,24,0.0,2135.0,ORD,589.0,0,1178,0.0,1,0.0,IAD,0.0,N655BR,8.0,17.0,DH,0.0,2005
264939,63.0,45.0,-11.0,952.0,1003,850,73.0,,0,0.0,5,7,-1.0,849.0,EWR,213.0,0,1005,0.0,1,0.0,IAD,0.0,N658BR,7.0,11.0,DH,0.0,2005
264962,137.0,109.0,22.0,747.0,725,530,115.0,,0,0.0,7,16,0.0,530.0,JAX,631.0,0,5427,0.0,1,22.0,IAD,0.0,N814CA,7.0,21.0,OH,0.0,2005
264989,117.0,98.0,-10.0,2239.0,2249,2145,124.0,,0,0.0,7,23,-3.0,2142.0,ORD,589.0,0,363,0.0,1,0.0,IAD,0.0,N387UA,6.0,13.0,UA,0.0,2005
265054,106.0,65.0,20.0,1930.0,1910,1745,85.0,,0,0.0,2,18,-1.0,1744.0,SWF,251.0,0,1921,0.0,1,20.0,IAD,0.0,N682BR,5.0,36.0,DH,0.0,2005
265072,107.0,69.0,138.0,2019.0,1801,1622,99.0,,0,130.0,3,19,130.0,1832.0,DTW,383.0,0,1409,0.0,1,8.0,IAD,0.0,N751NW,9.0,29.0,NW,0.0,2005
265096,94.0,66.0,6.0,1031.0,1025,850,95.0,,0,0.0,5,14,7.0,857.0,PWM,494.0,0,1261,0.0,1,0.0,IAD,0.0,N693BR,4.0,24.0,DH,0.0,2005
265127,140.0,88.0,19.0,1114.0,1055,900,115.0,,0,0.0,7,9,-6.0,854.0,JAX,631.0,0,1521,0.0,1,19.0,IAD,0.0,N703BR,3.0,48.0,DH,0.0,2005
265167,68.0,43.0,-1.0,823.0,824,715,69.0,,0,0.0,6,8,0.0,715.0,BUF,284.0,0,1292,0.0,1,0.0,IAD,0.0,N651BR,3.0,21.0,DH,0.0,2005
265181,154.0,106.0,21.0,1716.0,1655,1545,130.0,,0,0.0,2,11,-3.0,1542.0,ORD,589.0,0,1168,0.0,1,21.0,IAD,0.0,N668BR,10.0,38.0,DH,0.0,2005
265190,159.0,133.0,-4.0,1945.0,1949,1705,164.0,,0,0.0,4,6,1.0,1706.0,FLL,901.0,0,1471,0.0,1,0.0,IAD,0.0,N445UA,4.0,22.0,UA,0.0,2005
265222,110.0,89.0,-4.0,1649.0,1653,1500,113.0,,0,0.0,2,25,-1.0,1459.0,ATL,533.0,0,57,0.0,1,0.0,IAD,0.0,N956AT,9.0,12.0,FL,0.0,2005
265251,126.0,107.0,-9.0,1035.0,1044,829,135.0,,0,0.0,1,31,0.0,829.0,MCO,758.0,0,1557,0.0,1,0.0,IAD,0.0,N480UA,4.0,15.0,UA,0.0,2005
265301,,,,,1608,1420,168.0,B,1,0.0,6,22,,,MSP,908.0,0,1261,0.0,1,0.0,IAD,0.0,N611NA,0.0,0.0,NW,0.0,2005
265382,81.0,59.0,-2.0,939.0,941,820,81.0,,0,0.0,1,3,-2.0,818.0,PVD,372.0,0,1627,0.0,1,0.0,IAD,0.0,N708BR,4.0,18.0,DH,0.0,2005
265403,107.0,81.0,9.0,1832.0,1823,1645,98.0,,0,0.0,4,13,0.0,1645.0,SDF,451.0,0,1574,0.0,1,0.0,IAD,0.0,N672BR,4.0,21.0,DH,0.0,2005
265416,73.0,48.0,30.0,2224.0,2154,2040,74.0,,0,30.0,7,23,31.0,2111.0,CMH,299.0,0,1495,0.0,1,0.0,IAD,0.0,N673BR,5.0,20.0,DH,0.0,2005
265497,123.0,99.0,48.0,1157.0,1109,855,134.0,,0,0.0,4,20,59.0,954.0,MCO,758.0,0,7,48.0,1,0.0,IAD,0.0,N806BR,5.0,19.0,DH,0.0,2005
265510,372.0,349.0,24.0,2218.0,2154,1851,363.0,,0,0.0,7,9,15.0,1906.0,SFO,2419.0,0,187,10.0,1,14.0,IAD,0.0,N828UA,4.0,19.0,UA,0.0,2005
265533,126.0,103.0,-9.0,1646.0,1655,1445,130.0,,0,0.0,1,10,-5.0,1440.0,MCO,758.0,0,9,0.0,1,0.0,IAD,0.0,N805BR,4.0,19.0,DH,0.0,2005
265627,90.0,68.0,-15.0,2238.0,2253,2115,98.0,,0,0.0,1,24,-7.0,2108.0,CHS,441.0,0,1625,0.0,1,0.0,IAD,0.0,N640BR,4.0,18.0,DH,0.0,2005
265730,,,,,1535,1425,70.0,B,1,0.0,6,22,,,BUF,284.0,0,1295,0.0,1,0.0,IAD,0.0,N646BR,0.0,0.0,DH,0.0,2005
265777,69.0,46.0,-4.0,1407.0,1411,1300,71.0,,0,0.0,5,21,-2.0,1258.0,EWR,213.0,0,3428,0.0,1,0.0,IAD,0.0,N15574,4.0,19.0,XE,0.0,2005
265826,,,,,1838,1700,98.0,B,1,0.0,7,23,,,MHT,418.0,0,1869,0.0,1,0.0,IAD,0.0,N657BR,0.0,0.0,DH,0.0,2005
265841,375.0,358.0,24.0,2213.0,2149,1900,349.0,,0,0.0,7,9,-2.0,1858.0,SMF,2358.0,0,189,0.0,1,24.0,IAD,0.0,N813UA,3.0,14.0,UA,0.0,2005
265842,59.0,34.0,-2.0,1449.0,1451,1350,61.0,,0,0.0,3,5,0.0,1350.0,ORF,157.0,0,1761,0.0,1,0.0,IAD,0.0,N639BR,3.0,21.0,DH,0.0,2005
265870,89.0,54.0,17.0,1830.0,1813,1645,88.0,,0,17.0,1,24,16.0,1701.0,SYR,296.0,0,1555,0.0,1,0.0,IAD,0.0,N686BR,4.0,30.0,DH,0.0,2005
265893,90.0,72.0,-24.0,1740.0,1804,1619,105.0,,0,0.0,1,3,-9.0,1610.0,CVG,388.0,0,5679,0.0,1,0.0,IAD,0.0,N710CA,6.0,12.0,OH,0.0,2005
265904,89.0,63.0,84.0,2308.0,2144,2010,94.0,,0,84.0,2,25,89.0,2139.0,BOS,413.0,0,452,0.0,1,0.0,IAD,0.0,N834UA,5.0,21.0,UA,0.0,2005
265959,,,,,2100,1900,120.0,B,1,0.0,6,29,,,ATL,533.0,0,1009,0.0,1,0.0,IAD,0.0,N915DL,0.0,0.0,DL,0.0,2005
266068,,,,,1754,1645,129.0,C,1,0.0,1,3,,,ORD,589.0,0,4225,0.0,1,0.0,IAD,0.0,0,0.0,0.0,MQ,0.0,2005
266120,74.0,50.0,-1.0,1502.0,1503,1350,73.0,,0,0.0,2,18,-2.0,1348.0,CMH,299.0,0,1492,0.0,1,0.0,IAD,0.0,N657BR,3.0,20.0,DH,0.0,2005
266160,115.0,97.0,8.0,1802.0,1754,1643,131.0,,0,0.0,1,31,24.0,1707.0,ORD,589.0,0,4225,0.0,1,0.0,IAD,0.0,N663AR,6.0,12.0,MQ,0.0,2005
266199,105.0,85.0,-8.0,1955.0,2003,1810,113.0,,0,0.0,4,27,0.0,1810.0,ATL,533.0,0,61,0.0,1,0.0,IAD,0.0,N977AT,8.0,12.0,FL,0.0,2005
266262,75.0,48.0,0.0,1358.0,1358,1245,73.0,,0,0.0,6,8,-2.0,1243.0,ROC,289.0,0,1606,0.0,1,0.0,IAD,0.0,N645BR,4.0,23.0,DH,0.0,2005
266273,60.0,42.0,-30.0,2050.0,2120,1955,85.0,,0,0.0,5,21,-5.0,1950.0,EWR,213.0,0,1031,0.0,1,0.0,IAD,0.0,N645BR,5.0,13.0,DH,0.0,2005
266281,238.0,205.0,-1.0,759.0,800,600,240.0,,0,0.0,7,23,1.0,601.0,DEN,1452.0,0,183,0.0,1,0.0,IAD,0.0,N379UA,5.0,28.0,UA,0.0,2005
266349,290.0,255.0,-1.0,1007.0,1008,715,293.0,,0,0.0,6,29,2.0,717.0,SLC,1827.0,0,951,0.0,1,0.0,IAD,0.0,N3768,10.0,25.0,DL,0.0,2005
266376,311.0,286.0,26.0,2002.0,1936,1641,295.0,,0,3.0,5,14,10.0,1651.0,PHX,1956.0,0,247,7.0,1,16.0,IAD,0.0,N821AW,9.0,16.0,HP,0.0,2005
266449,198.0,172.0,10.0,824.0,814,610,184.0,,0,0.0,3,19,-4.0,606.0,IAH,1190.0,0,2961,0.0,1,0.0,IAD,0.0,N21154,6.0,20.0,XE,0.0,2005
266464,130.0,91.0,10.0,1325.0,1315,1115,120.0,,0,0.0,3,19,0.0,1115.0,JAX,631.0,0,1015,0.0,1,0.0,IAD,0.0,N629BR,5.0,34.0,DH,0.0,2005
266504,65.0,41.0,-11.0,1244.0,1255,1145,70.0,,0,0.0,5,7,-6.0,1139.0,EWR,213.0,0,3426,0.0,1,0.0,IAD,0.0,N14943,6.0,18.0,XE,0.0,2005
266542,133.0,81.0,156.0,1515.0,1239,1100,99.0,,0,0.0,3,19,122.0,1302.0,CHS,441.0,0,1621,122.0,1,34.0,IAD,0.0,N685BR,9.0,43.0,DH,0.0,2005
266571,112.0,85.0,-6.0,930.0,936,845,111.0,,0,0.0,3,12,-7.0,838.0,BNA,542.0,0,1807,0.0,1,0.0,IAD,0.0,N632BR,6.0,21.0,DH,0.0,2005
266583,360.0,152.0,71.0,1816.0,1705,1430,335.0,,0,14.0,7,2,46.0,1516.0,LGB,2277.0,0,308,32.0,1,25.0,IAD,0.0,N583JB,4.0,24.0,B6,0.0,2005
266640,94.0,75.0,-14.0,1039.0,1053,900,113.0,,0,0.0,1,24,5.0,905.0,ATL,533.0,0,4624,0.0,1,0.0,IAD,0.0,N738EV,8.0,11.0,EV,0.0,2005
266707,165.0,109.0,50.0,1745.0,1655,1545,130.0,,0,1.0,1,24,15.0,1600.0,ORD,589.0,0,1168,15.0,1,34.0,IAD,0.0,N665BR,6.0,50.0,DH,0.0,2005
266723,132.0,95.0,23.0,2033.0,2010,1904,126.0,,0,0.0,4,13,17.0,1921.0,ORD,589.0,0,4231,17.0,1,6.0,IAD,0.0,N652RS,5.0,32.0,MQ,0.0,2005
266750,339.0,137.0,-19.0,2236.0,2255,1955,360.0,,0,0.0,5,28,2.0,1957.0,OAK,2408.0,0,321,0.0,1,0.0,IAD,0.0,N563JB,8.0,14.0,B6,0.0,2005
266807,152.0,134.0,-5.0,2115.0,2120,1840,160.0,,0,0.0,4,6,3.0,1843.0,FLL,901.0,0,303,0.0,1,0.0,IAD,0.0,N537JB,7.0,11.0,B6,0.0,2005
266882,227.0,202.0,-8.0,1911.0,1919,1720,239.0,,0,0.0,5,7,4.0,1724.0,DEN,1452.0,0,903,0.0,1,0.0,IAD,0.0,N773UA,5.0,20.0,UA,0.0,2005
266893,65.0,49.0,29.0,1943.0,1914,1745,89.0,,0,21.0,7,23,53.0,1838.0,ROC,289.0,0,1609,8.0,1,0.0,IAD,0.0,N652BR,2.0,13.0,DH,0.0,2005
266906,97.0,75.0,-4.0,1619.0,1623,1445,98.0,,0,0.0,5,21,-3.0,1442.0,DTW,383.0,0,1818,0.0,1,0.0,IAD,0.0,N664BR,6.0,16.0,DH,0.0,2005
267017,236.0,207.0,42.0,856.0,814,610,184.0,,0,0.0,1,31,-10.0,600.0,IAH,1190.0,0,2961,0.0,1,42.0,IAD,0.0,N14105,7.0,22.0,XE,0.0,2005
267040,58.0,39.0,4.0,804.0,800,650,70.0,,0,0.0,6,22,16.0,706.0,EWR,213.0,0,3455,0.0,1,0.0,IAD,0.0,N13903,4.0,15.0,XE,0.0,2005
267049,,,,,2020,1900,80.0,A,1,0.0,1,10,,,BDL,326.0,0,1742,0.0,1,0.0,IAD,0.0,N636BR,0.0,0.0,DH,0.0,2005
267222,67.0,44.0,-12.0,820.0,832,715,77.0,,0,0.0,6,8,-2.0,713.0,JFK,228.0,0,1072,0.0,1,0.0,IAD,0.0,N644BR,7.0,16.0,DH,0.0,2005
267276,240.0,223.0,6.0,1843.0,1837,1630,247.0,,0,0.0,4,20,13.0,1643.0,DEN,1452.0,0,921,0.0,1,0.0,IAD,0.0,N350UA,5.0,12.0,UA,0.0,2005
267371,,,,,1000,855,65.0,B,1,0.0,6,22,,,GSO,239.0,0,1783,0.0,1,0.0,IAD,0.0,N706BR,0.0,0.0,DH,0.0,2005
267568,,,,,830,715,75.0,A,1,0.0,5,14,,,CLE,288.0,0,1840,0.0,1,0.0,IAD,0.0,N840BR,0.0,0.0,DH,0.0,2005
267624,87.0,60.0,-4.0,1019.0,1023,845,98.0,,0,0.0,7,2,7.0,852.0,BOS,413.0,0,860,0.0,1,0.0,IAD,0.0,N571UA,4.0,23.0,UA,0.0,2005
267656,90.0,72.0,-4.0,1255.0,1259,1125,94.0,,0,0.0,6,1,0.0,1125.0,CVG,388.0,0,5799,0.0,1,0.0,IAD,0.0,N798CA,3.0,15.0,OH,0.0,2005
267658,165.0,131.0,-22.0,1944.0,2006,1810,176.0,,0,0.0,7,30,-11.0,1759.0,MSP,908.0,0,165,0.0,1,0.0,IAD,0.0,N369NW,4.0,30.0,NW,0.0,2005
267777,357.0,337.0,-7.0,1754.0,1801,1500,361.0,,0,0.0,3,12,-3.0,1457.0,SFO,2419.0,0,201,0.0,1,0.0,IAD,0.0,N466UA,5.0,15.0,UA,0.0,2005
267783,,,,,2130,2035,115.0,B,1,0.0,5,28,,,HSV,595.0,0,1434,0.0,1,0.0,IAD,0.0,N626BR,0.0,0.0,DH,0.0,2005
267961,112.0,81.0,-2.0,1204.0,1206,1120,106.0,,0,0.0,7,2,-8.0,1112.0,BNA,542.0,0,1808,0.0,1,0.0,IAD,0.0,N638BR,12.0,19.0,DH,0.0,2005
268122,67.0,43.0,17.0,1847.0,1830,1720,70.0,,0,4.0,1,31,20.0,1740.0,GSO,239.0,0,1787,13.0,1,0.0,IAD,0.0,N696BR,3.0,21.0,DH,0.0,2005
268125,,,,,2255,2130,85.0,B,1,0.0,6,22,,,SWF,251.0,0,1922,0.0,1,0.0,IAD,0.0,N645BR,0.0,0.0,DH,0.0,2005
268136,74.0,49.0,-5.0,1014.0,1019,900,79.0,,0,0.0,5,28,0.0,900.0,SYR,296.0,0,1551,0.0,1,0.0,IAD,0.0,N658BR,3.0,21.0,DH,0.0,2005
268145,115.0,92.0,-5.0,1255.0,1300,1205,115.0,,0,0.0,7,2,-5.0,1200.0,HSV,595.0,0,1431,0.0,1,0.0,IAD,0.0,N692BR,4.0,19.0,DH,0.0,2005
268148,313.0,296.0,10.0,1916.0,1906,1650,316.0,,0,0.0,5,21,13.0,1703.0,LAS,2066.0,0,1553,0.0,1,0.0,IAD,0.0,N453UA,4.0,13.0,UA,0.0,2005
268267,98.0,76.0,-4.0,1327.0,1331,1150,101.0,,0,0.0,6,15,-1.0,1149.0,IND,476.0,0,1590,0.0,1,0.0,IAD,0.0,N629BR,7.0,14.0,DH,0.0,2005
268377,306.0,289.0,28.0,24.0,2356,2135,321.0,,0,28.0,3,5,43.0,2218.0,LAS,2066.0,0,1475,0.0,1,0.0,IAD,0.0,N465UA,4.0,13.0,UA,0.0,2005
268393,76.0,52.0,1.0,2156.0,2155,2045,70.0,,0,0.0,2,25,-5.0,2040.0,CLE,288.0,0,1847,0.0,1,0.0,IAD,0.0,N664BR,8.0,16.0,DH,0.0,2005
268396,203.0,176.0,16.0,2056.0,2040,1814,206.0,,0,12.0,7,2,19.0,1833.0,DFW,1172.0,0,2201,4.0,1,0.0,IAD,0.0,N218AA,18.0,9.0,AA,0.0,2005
268420,190.0,173.0,-13.0,1019.0,1032,811,201.0,,0,0.0,1,10,-2.0,809.0,DFW,1172.0,0,2043,0.0,1,0.0,IAD,0.0,N537AA,6.0,11.0,AA,0.0,2005
268432,134.0,108.0,-4.0,2348.0,2352,2135,137.0,,0,0.0,6,8,-1.0,2134.0,MCO,758.0,0,1569,0.0,1,0.0,IAD,0.0,N452UA,6.0,20.0,UA,0.0,2005
268442,148.0,74.0,100.0,2137.0,1957,1800,117.0,,0,0.0,3,19,69.0,1909.0,ATL,533.0,0,4553,0.0,1,31.0,IAD,0.0,N753EV,7.0,67.0,EV,69.0,2005
268509,128.0,94.0,10.0,952.0,942,845,117.0,,0,0.0,6,15,-1.0,844.0,HSV,595.0,0,1430,0.0,1,0.0,IAD,0.0,N658BR,3.0,30.0,DH,0.0,2005
268516,76.0,55.0,-16.0,1252.0,1308,1145,83.0,,0,0.0,2,18,-9.0,1136.0,CAE,401.0,0,1419,0.0,1,0.0,IAD,0.0,N633BR,5.0,16.0,DH,0.0,2005
268613,145.0,110.0,8.0,1117.0,1109,855,134.0,,0,0.0,1,31,-3.0,852.0,MCO,758.0,0,7,0.0,1,0.0,IAD,0.0,N804BR,6.0,29.0,DH,0.0,2005
268653,340.0,320.0,-22.0,20.0,42,2145,357.0,,0,0.0,3,19,-5.0,2140.0,SFO,2419.0,0,205,0.0,1,0.0,IAD,0.0,N406UA,2.0,18.0,UA,0.0,2005
268694,67.0,52.0,-12.0,1155.0,1207,1045,82.0,,0,0.0,7,16,3.0,1048.0,PVD,372.0,0,1628,0.0,1,0.0,IAD,0.0,N659BR,3.0,12.0,DH,0.0,2005
268746,344.0,322.0,-20.0,2022.0,2042,1740,362.0,,0,0.0,5,28,-2.0,1738.0,SJC,2400.0,0,237,0.0,1,0.0,IAD,0.0,N819UA,5.0,17.0,UA,0.0,2005
268787,63.0,47.0,-9.0,1526.0,1535,1425,70.0,,0,0.0,2,11,-2.0,1423.0,BUF,284.0,0,1295,0.0,1,0.0,IAD,0.0,N626BR,3.0,13.0,DH,0.0,2005
268794,58.0,37.0,9.0,1539.0,1530,1420,70.0,,0,0.0,4,20,21.0,1441.0,RDU,224.0,0,1052,0.0,1,0.0,IAD,0.0,N635BR,4.0,17.0,DH,0.0,2005
268797,70.0,51.0,5.0,915.0,910,800,70.0,,0,0.0,5,14,5.0,805.0,RDU,224.0,0,1044,0.0,1,0.0,IAD,0.0,N630BR,2.0,17.0,DH,0.0,2005
268800,56.0,40.0,-17.0,1341.0,1358,1245,73.0,,0,0.0,5,14,0.0,1245.0,ROC,289.0,0,1606,0.0,1,0.0,IAD,0.0,N682BR,2.0,13.0,DH,0.0,2005
268923,102.0,48.0,81.0,1426.0,1305,1145,80.0,,0,12.0,7,30,59.0,1244.0,SYR,296.0,0,1553,47.0,1,22.0,IAD,0.0,N636BR,3.0,51.0,DH,0.0,2005
268954,,,,,1455,1325,90.0,B,1,0.0,6,22,,,MHT,418.0,0,1868,0.0,1,0.0,IAD,0.0,N637BR,0.0,0.0,DH,0.0,2005
268970,142.0,118.0,-22.0,2058.0,2120,1840,160.0,,0,0.0,3,26,-4.0,1836.0,FLL,901.0,0,303,0.0,1,0.0,IAD,0.0,N597JB,5.0,19.0,B6,0.0,2005
